SoundFile,Correct,Correct2,Type,Trial,PracticeTrials.thisRepN,PracticeTrials.thisTrialN,PracticeTrials.thisN,PracticeTrials.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,InstructionTxt.started,InstructionTxt.stopped,WelcomContinue.started,WelcomContinue.stopped,VolumeBeginTxt.started,VolumeBeginTxt.stopped,VolumeContinueKey.keys,VolumeContinueKey.rt,VolumeContinueKey.started,VolumeContinueKey.stopped,text.started,text.stopped,Music.started,Music.stopped,AdjustContinue.started,AdjustContinue.stopped,HeadphoneCheckBeing.started,HeadphoneCheckBeing.stopped,HeadphoneContinue.started,HeadphoneContinue.stopped,HeadphoneContinueKey.keys,HeadphoneContinueKey.rt,HeadphoneContinueKey.started,HeadphoneContinueKey.stopped,WelcomeTxt1.started,WelcomeTxt1.stopped,ContinueKey1.started,ContinueKey1.stopped,ContinueResp.keys,ContinueResp.rt,ContinueResp.started,ContinueResp.stopped,Welcome2Txt.started,Welcome2Txt.stopped,Wel2ContinueKey.keys,Wel2ContinueKey.rt,Wel2ContinueKey.started,Wel2ContinueKey.stopped,Continue2.started,Continue2.stopped,InstructionTxt2.started,InstructionTxt2.stopped,WelcomeContinue2.started,WelcomeContinue2.stopped,WelcomeContinueKey2.keys,WelcomeContinueKey2.rt,WelcomeContinueKey2.started,WelcomeContinueKey2.stopped,TrialNumber.started,TrialNumber.stopped,PracticeSound.started,PracticeSound.stopped,PracticeCross.started,PracticeCross.stopped,Practice_resp.keys,Practice_resp.corr,Practice_resp.rt,Practice_resp.started,Practice_resp.stopped,PracticeMssg.started,PracticeMssg.stopped,FeedbackCross.started,FeedbackCross.stopped,Continue.started,Continue.stopped,Options.started,Options.stopped,FeedbackMssg.started,FeedbackMssg.stopped,StartTxt.started,StartTxt.stopped,StartTast.keys,StartTast.rt,StartTast.started,StartTast.stopped,ContinueStart.started,ContinueStart.stopped,no_3.started,no_3.stopped,TargetSound.started,TargetSound.stopped,Cross.started,Cross.stopped,ItemNumber.started,ItemNumber.stopped,MSTQuestion.started,MSTQuestion.stopped,MSTResp.keys,MSTResp.corr,MSTResp.rt,MSTResp.started,MSTResp.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,8.747368999989703,None,8.747368999989703,None,10.070958599913865,None,space,0.8710862998850644,10.070958599913865,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2021_Feb_28_1127,GuessTheSound,2020.2.10,59.92688925233432,
,,,,,,,,,,,,,,,,,,,,,,,11.02686750004068,None,11.02087933998555,None,11.02686750004068,None,11.543969500111416,None,11.543969500111416,None,space,0.5055279000662267,11.543969500111416,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2021_Feb_28_1127,GuessTheSound,2020.2.10,59.92688925233432,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.07615639991127,None,12.07615639991127,None,space,0.5938791998196393,12.07615639991127,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2021_Feb_28_1127,GuessTheSound,2020.2.10,59.92688925233432,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.69160609995015,None,space,0.6802513999864459,12.69160609995015,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2021_Feb_28_1127,GuessTheSound,2020.2.10,59.92688925233432,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.69160609995015,None,13.39468239992857,None,13.39468239992857,None,space,0.4766949999611825,13.39468239992857,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2021_Feb_28_1127,GuessTheSound,2020.2.10,59.92688925233432,
Practice/Seagull_A.wav,2,3,NEW,Practice,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.017664500046521,None,14.021265690075234,None,14.017664500046521,None,3,1,0.8800429000984877,16.321768699912354,None,16.321768699912354,None,16.321768699912354,None,16.321768699912354,None,16.321768699912354,None,17.234140699962154,None,,,,,,,,,,,,,,,,,,,,,,,,,001,2021_Feb_28_1127,GuessTheSound,2020.2.10,59.92688925233432,
Practice/Skid_B.wav,2,3,NEW,Practice,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.25171190011315,20.353746100096032,18.25390332010575,None,18.25171190011315,20.353746100096032,3,1,0.83190290001221,20.371203300077468,None,20.371203300077468,None,20.371203300077468,None,20.371203300077468,None,20.371203300077468,None,21.22397579997778,None,,,,,,,,,,,,,,,,,,,,,,,,,001,2021_Feb_28_1127,GuessTheSound,2020.2.10,59.92688925233432,
Practice/Seagull_A.wav,1,1,OLD,Practice,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.253442200133577,24.5204628999345,22.25353822000325,None,22.253442200133577,24.5204628999345,3,0,0.55897879996337,24.564859699923545,None,24.564859699923545,None,24.564859699923545,None,24.564859699923545,None,24.564859699923545,None,25.16737510007806,None,,,,,,,,,,,,,,,,,,,,,,,,,001,2021_Feb_28_1127,GuessTheSound,2020.2.10,59.92688925233432,
Practice/Gargle_A.wav,2,3,NEW,Practice,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.191424200078472,28.45359680010006,26.18682522005402,None,26.191424200078472,28.45359680010006,3,1,2.3442748999223113,28.494801700115204,None,28.494801700115204,None,28.494801700115204,None,28.494801700115204,None,28.494801700115204,None,30.86559160007164,None,,,,,,,,,,,,,,,,,,,,,,,,,001,2021_Feb_28_1127,GuessTheSound,2020.2.10,59.92688925233432,
Practice/Gargle_B.wav,2,2,SIMILAR,Practice,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.89238340011798,33.936874700011685,31.88671832000837,None,31.89238340011798,33.936874700011685,2,1,0.6797215999104083,33.99099819990806,None,33.99099819990806,None,33.99099819990806,None,33.99099819990806,None,33.99099819990806,None,34.68905650009401,None,,,,,,,,,,,,,,,,,,,,,,,,,001,2021_Feb_28_1127,GuessTheSound,2020.2.10,59.92688925233432,
