SoundFile,Correct,Correct2,Type,Trial,PracticeTrials.thisRepN,PracticeTrials.thisTrialN,PracticeTrials.thisN,PracticeTrials.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,InstructionTxt.started,InstructionTxt.stopped,WelcomContinue.started,WelcomContinue.stopped,VolumeBeginTxt.started,VolumeBeginTxt.stopped,VolumeContinueKey.keys,VolumeContinueKey.rt,VolumeContinueKey.started,VolumeContinueKey.stopped,text.started,text.stopped,Music.started,Music.stopped,AdjustContinue.started,AdjustContinue.stopped,HeadphoneCheckBeing.started,HeadphoneCheckBeing.stopped,HeadphoneContinue.started,HeadphoneContinue.stopped,HeadphoneContinueKey.keys,HeadphoneContinueKey.rt,HeadphoneContinueKey.started,HeadphoneContinueKey.stopped,WelcomeTxt1.started,WelcomeTxt1.stopped,ContinueKey1.started,ContinueKey1.stopped,ContinueResp.keys,ContinueResp.rt,ContinueResp.started,ContinueResp.stopped,Welcome2Txt.started,Welcome2Txt.stopped,Wel2ContinueKey.keys,Wel2ContinueKey.rt,Wel2ContinueKey.started,Wel2ContinueKey.stopped,Continue2.started,Continue2.stopped,InstructionTxt2.started,InstructionTxt2.stopped,WelcomeContinue2.started,WelcomeContinue2.stopped,WelcomeContinueKey2.keys,WelcomeContinueKey2.rt,WelcomeContinueKey2.started,WelcomeContinueKey2.stopped,TrialNumber.started,TrialNumber.stopped,PracticeSound.started,PracticeSound.stopped,PracticeCross.started,PracticeCross.stopped,Practice_resp.keys,Practice_resp.corr,Practice_resp.rt,Practice_resp.started,Practice_resp.stopped,PracticeMssg.started,PracticeMssg.stopped,FeedbackCross.started,FeedbackCross.stopped,Continue.started,Continue.stopped,Options.started,Options.stopped,FeedbackMssg.started,FeedbackMssg.stopped,StartTxt.started,StartTxt.stopped,StartTast.keys,StartTast.rt,StartTast.started,StartTast.stopped,ContinueStart.started,ContinueStart.stopped,no_3.started,no_3.stopped,TargetSound.started,TargetSound.stopped,Cross.started,Cross.stopped,ItemNumber.started,ItemNumber.stopped,MSTQuestion.started,MSTQuestion.stopped,MSTResp.keys,MSTResp.corr,MSTResp.rt,MSTResp.started,MSTResp.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,8.583856899989769,None,8.583856899989769,None,9.841915199998766,None,space,0.6369166001677513,9.841915199998766,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2021_Mar_01_1629,GuessTheSound,2020.2.10,59.98382834846699,
,,,,,,,,,,,,,,,,,,,,,,,10.577750700060278,None,10.573819599929266,None,10.577750700060278,None,11.215194799937308,None,11.215194799937308,None,space,0.4340162998996675,11.215194799937308,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2021_Mar_01_1629,GuessTheSound,2020.2.10,59.98382834846699,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.679574300069362,None,11.679574300069362,None,space,0.6669628999661654,11.679574300069362,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2021_Mar_01_1629,GuessTheSound,2020.2.10,59.98382834846699,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.381024200003594,None,space,0.6226077999453992,12.381024200003594,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2021_Mar_01_1629,GuessTheSound,2020.2.10,59.98382834846699,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.381024200003594,None,13.029832399915904,None,13.029832399915904,None,space,1.7362349000759423,13.029832399915904,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2021_Mar_01_1629,GuessTheSound,2020.2.10,59.98382834846699,
Practice/Seagull_A.wav,2,3,NEW,Practice,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.925520400051028,None,14.923042999836616,None,14.925520400051028,None,3,1,1.419357999926433,17.217424700036645,None,17.217424700036645,None,17.217424700036645,None,17.217424700036645,None,17.217424700036645,None,18.677159399958327,None,,,,,,,,,,,,,,,,,,,,,,,,,001,2021_Mar_01_1629,GuessTheSound,2020.2.10,59.98382834846699,
Practice/Skid_B.wav,2,3,NEW,Practice,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.69110730011016,None,19.690134699875486,None,19.69110730011016,None,3,1,0.5092474999837577,21.806994100101292,None,21.806994100101292,None,21.806994100101292,None,21.806994100101292,None,21.806994100101292,None,22.34331679996103,None,,,,,,,,,,,,,,,,,,,,,,,,,001,2021_Mar_01_1629,GuessTheSound,2020.2.10,59.98382834846699,
Practice/Seagull_A.wav,1,1,OLD,Practice,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.37261279998347,None,23.373044799966735,None,23.37261279998347,None,1,1,0.6255635998677462,25.66903609992005,None,25.66903609992005,None,25.66903609992005,None,25.66903609992005,None,25.66903609992005,None,26.32294930005446,None,,,,,,,,,,,,,,,,,,,,,,,,,001,2021_Mar_01_1629,GuessTheSound,2020.2.10,59.98382834846699,
Practice/Gargle_A.wav,2,3,NEW,Practice,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.35582820000127,None,27.339718999993053,None,27.35582820000127,None,3,1,0.335369799984619,29.649428900098428,None,29.649428900098428,None,29.649428900098428,None,29.649428900098428,None,29.649428900098428,None,30.008084899978712,None,,,,,,,,,,,,,,,,,,,,,,,,,001,2021_Mar_01_1629,GuessTheSound,2020.2.10,59.98382834846699,
Practice/Gargle_B.wav,2,2,SIMILAR,Practice,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.044088500086218,33.089973400114104,31.039873599959535,None,31.044088500086218,33.089973400114104,2,1,0.3354120999574661,33.14022130006924,None,33.14022130006924,None,33.14022130006924,None,33.14022130006924,None,33.14022130006924,None,33.49454149999656,None,,,,,,,,,,,,,,,,,,,,,,,,,001,2021_Mar_01_1629,GuessTheSound,2020.2.10,59.98382834846699,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.50735879992135,None,space,0.8387261000461876,34.50735879992135,None,,,,,,,,,,,,,,,,,,,001,2021_Mar_01_1629,GuessTheSound,2020.2.10,59.98382834846699,
Initial/Repeat/ManWhistle.wav,2,3,NEW,B,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.50735879992135,None,35.46952990000136,None,36.90634510009549,None,36.9076364999637,None,36.9076364999637,None,39.12691870005801,None,3,1,0.39690819988027215,39.12691870005801,None,,001,2021_Mar_01_1629,GuessTheSound,2020.2.10,59.98382834846699,
Siren_E.wav,2,3,NEW,B,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.544252400053665,None,41.056583200092426,None,41.065545399906114,None,41.065545399906114,None,43.290708699962124,None,3,1,1.4402318000793457,43.290708699962124,None,,001,2021_Mar_01_1629,GuessTheSound,2020.2.10,59.98382834846699,
Footsteps_G.wav,2,3,NEW,B,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.75874019996263,None,46.273066499945706,None,46.27969150012359,None,46.27969150012359,None,48.50744369998574,None,3,1,1.5950702000409365,48.50744369998574,None,,001,2021_Mar_01_1629,GuessTheSound,2020.2.10,59.98382834846699,
Initial/Doubled/Chicken_A.wav,2,3,NEW,B,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.12849749997258,None,51.63965580004733,None,51.64688890008256,None,51.64688890008256,None,53.32378560001962,None,3,1,0.5317238999996334,53.32378560001962,None,,001,2021_Mar_01_1629,GuessTheSound,2020.2.10,59.98382834846699,
Phone_D.wav,2,3,NEW,B,,,,,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.87623940012418,None,55.38974500002805,None,55.397521700011566,None,55.397521700011566,None,57.62367259990424,None,3,1,0.35434710001572967,57.62367259990424,None,,001,2021_Mar_01_1629,GuessTheSound,2020.2.10,59.98382834846699,
Initial/Repeat/Cup.wav,2,3,NEW,B,,,,,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.008028500014916,None,59.53959150002338,None,59.53538400004618,None,59.53538400004618,None,60.87363260006532,None,3,1,0.3425521000754088,60.87363260006532,None,,001,2021_Mar_01_1629,GuessTheSound,2020.2.10,59.98382834846699,
Test/Foils/Bowlingpins.wav,2,3,NEW,B,,,,,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.25346129992977,None,62.7726921999827,None,62.771790199913085,None,62.771790199913085,None,64.99027319997549,None,3,1,0.39968209993094206,64.99027319997549,None,,001,2021_Mar_01_1629,GuessTheSound,2020.2.10,59.98382834846699,
Bird_D.wav,2,3,NEW,B,,,,,0,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.40761080011725,None,66.92285179996398,None,66.92898029997014,None,66.92898029997014,None,68.27373129990883,None,3,1,0.28397640003822744,68.27373129990883,None,,001,2021_Mar_01_1629,GuessTheSound,2020.2.10,59.98382834846699,
Initial/Doubled/HairDryer_A.wav,2,3,NEW,B,,,,,0,8,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.57331699994393,None,70.08948860010133,None,70.08801020006649,None,70.08801020006649,None,72.3069351001177,None,3,1,0.3099541999399662,72.3069351001177,None,,001,2021_Mar_01_1629,GuessTheSound,2020.2.10,59.98382834846699,
Faucet_D.wav,2,3,NEW,B,,,,,0,9,9,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.64675970003009,None,74.17254059989938,None,74.16687229997478,None,74.16687229997478,None,76.38987349998206,None,3,1,0.2912031998857856,76.38987349998206,None,,001,2021_Mar_01_1629,GuessTheSound,2020.2.10,59.98382834846699,
