VolumeContinueKey.keys,VolumeContinueKey.rt,ContinueResp.keys,ContinueResp.rt,WelcomeContinueKey2.keys,WelcomeContinueKey2.rt,Practice_resp.keys,Practice_resp.corr,Practice_resp.rt,PracticeTrials.thisRepN,PracticeTrials.thisTrialN,PracticeTrials.thisN,PracticeTrials.thisIndex,PracticeTrials.ran,SoundFiles3,Correct,participant,session,date,expName,psychopyVersion,OS,frameRate,StartTast.keys,StartTast.rt,MSTResp.keys,MSTResp.corr,MSTResp.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,ExitKey.keys,ExitKey.rt
space,1.960545,space,8.70888,space,1.37381,3,1,5.029995,0,0,0,0,1,Practice/Seagull_A.wav,3,5ed0230e534df60efe050f02,001,2021-01-17_14h17.29.270,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,
,,,,,,3,1,2.30858,0,1,1,1,1,Practice/Skid_B.wav,3,5ed0230e534df60efe050f02,001,2021-01-17_14h17.29.270,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,
,,,,,,1,1,1.435505,0,2,2,2,1,Practice/Seagull_A.wav,1,5ed0230e534df60efe050f02,001,2021-01-17_14h17.29.270,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,
,,,,,,3,1,2.109115,0,3,3,3,1,Practice/Gargle_A.wav,3,5ed0230e534df60efe050f02,001,2021-01-17_14h17.29.270,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,
,,,,,,2,1,1.0001,0,4,4,4,1,Practice/Gargle_B.wav,2,5ed0230e534df60efe050f02,001,2021-01-17_14h17.29.270,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,
,,,,,,,,,,,,,,Initial/Doubled/Coin_A.wav,3,5ed0230e534df60efe050f02,001,2021-01-17_14h17.29.270,GuessTheSound,2020.2.10,Win32,60,space,2.869,3,1,0.7889,0,0,0,0,1,,
,,,,,,,,,,,,,,Initial/Repeat/ManWhistle.wav,3,5ed0230e534df60efe050f02,001,2021-01-17_14h17.29.270,GuessTheSound,2020.2.10,Win32,60,,,3,1,1.176325,0,1,1,1,1,,
,,,,,,,,,,,,,,Initial/Doubled/Cuckoo_A.wav,3,5ed0230e534df60efe050f02,001,2021-01-17_14h17.29.270,GuessTheSound,2020.2.10,Win32,60,,,3,1,0.78137,0,2,2,2,1,,
,,,,,,,,,,,,,,Initial/Doubled/Piano_A.wav,3,5ed0230e534df60efe050f02,001,2021-01-17_14h17.29.270,GuessTheSound,2020.2.10,Win32,60,,,3,1,0.70639,0,3,3,3,1,,
,,,,,,,,,,,,,,Initial/Doubled/Siren_A.wav,3,5ed0230e534df60efe050f02,001,2021-01-17_14h17.29.270,GuessTheSound,2020.2.10,Win32,60,,,3,1,0.57081,0,4,4,4,1,,
,,,,,,,,,,,,,,Test/Foils/Bird.wav,3,5ed0230e534df60efe050f02,001,2021-01-17_14h17.29.270,GuessTheSound,2020.2.10,Win32,60,,,1,0,4.56141,0,5,5,5,1,,
,,,,,,,,,,,,,,Initial/Doubled/Cat_A.wav,3,5ed0230e534df60efe050f02,001,2021-01-17_14h17.29.270,GuessTheSound,2020.2.10,Win32,60,,,3,1,0.43524,0,6,6,6,1,,
,,,,,,,,,,,,,,Initial/NoRepeat/Baby_B.wav,3,5ed0230e534df60efe050f02,001,2021-01-17_14h17.29.270,GuessTheSound,2020.2.10,Win32,60,,,3,1,0.519,0,7,7,7,1,,
,,,,,,,,,,,,,,Initial/Doubled/Writing_A.wav,3,5ed0230e534df60efe050f02,001,2021-01-17_14h17.29.270,GuessTheSound,2020.2.10,Win32,60,,,3,1,1.140935,0,8,8,8,1,,
,,,,,,,,,,,,,,Piano_D.wav,2,5ed0230e534df60efe050f02,001,2021-01-17_14h17.29.270,GuessTheSound,2020.2.10,Win32,60,,,3,0,1.21786,0,9,9,9,1,,
,,,,,,,,,,,,,,Initial/Repeat/Phone_A.wav,3,5ed0230e534df60efe050f02,001,2021-01-17_14h17.29.270,GuessTheSound,2020.2.10,Win32,60,,,3,1,0.813865,0,10,10,10,1,,
,,,,,,,,,,,,,,Test/Foils/Typing.wav,3,5ed0230e534df60efe050f02,001,2021-01-17_14h17.29.270,GuessTheSound,2020.2.10,Win32,60,,,3,1,0.510925,0,11,11,11,1,,
,,,,,,,,,,,,,,Initial/Repeat/Pour.wav,3,5ed0230e534df60efe050f02,001,2021-01-17_14h17.29.270,GuessTheSound,2020.2.10,Win32,60,,,3,1,1.209615,0,12,12,12,1,,
,,,,,,,,,,,,,,Initial/Doubled/HairDryer_A.wav,3,5ed0230e534df60efe050f02,001,2021-01-17_14h17.29.270,GuessTheSound,2020.2.10,Win32,60,,,3,1,0.051035,0,13,13,13,1,,
,,,,,,,,,,,,,,Initial/Doubled/Cuckoo_A.wav,1,5ed0230e534df60efe050f02,001,2021-01-17_14h17.29.270,GuessTheSound,2020.2.10,Win32,60,,,1,1,0.76643,0,14,14,14,1,,
,,,,,,,,,,,,,,Initial/Doubled/Chime_A.wav,3,5ed0230e534df60efe050f02,001,2021-01-17_14h17.29.270,GuessTheSound,2020.2.10,Win32,60,,,3,1,0.470505,0,15,15,15,1,,
,,,,,,,,,,,,,,Initial/NoRepeat/Fireworks.wav,3,5ed0230e534df60efe050f02,001,2021-01-17_14h17.29.270,GuessTheSound,2020.2.10,Win32,60,,,3,1,0.65943,0,16,16,16,1,,
,,,,,,,,,,,,,,Baby_A.wav,2,5ed0230e534df60efe050f02,001,2021-01-17_14h17.29.270,GuessTheSound,2020.2.10,Win32,60,,,2,1,0.788775,0,17,17,17,1,,
,,,,,,,,,,,,,,Test/Foils/DialTone.wav,3,5ed0230e534df60efe050f02,001,2021-01-17_14h17.29.270,GuessTheSound,2020.2.10,Win32,60,,,3,1,0.284145,0,18,18,18,1,,
,,,,,,,,,,,,,,Siren_B.wav,2,5ed0230e534df60efe050f02,001,2021-01-17_14h17.29.270,GuessTheSound,2020.2.10,Win32,60,,,3,0,0.54683,0,19,19,19,1,,
,,,,,,,,,,,,,,Test/Foils/PaperRip.wav,3,5ed0230e534df60efe050f02,001,2021-01-17_14h17.29.270,GuessTheSound,2020.2.10,Win32,60,,,2,0,1.405055,0,20,20,20,1,,
